AmenityUsageID,UsageDate,UsageDay,DateKey,Year,Month,MonthName,Quarter,DayName,IsoDayOfWeek,IsWeekend,IsHoliday,IsBusinessDay,DACCustomerMembershipID,CustomerID,MembershipID,MembershipActiveIND,EmployeeIND,JoinDate,RenewalDate,AmenityID,AmenityName,AmenityCategory
307,2025-11-04 15:40:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
308,2025-11-06 09:15:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
309,2025-11-08 13:50:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,12,46,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
310,2025-11-10 12:30:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
311,2025-11-03 14:00:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
312,2025-11-02 09:15:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,13,47,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
313,2025-11-04 13:30:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
314,2025-11-06 15:45:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
315,2025-11-08 11:00:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,13,47,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
316,2025-11-10 14:20:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
317,2025-11-01 12:15:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,13,47,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
318,2025-11-03 14:45:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
319,2025-11-05 10:00:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
320,2025-11-07 16:30:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
321,2025-11-09 11:15:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,13,47,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
322,2025-11-04 13:40:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
323,2025-11-01 10:45:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,14,48,3,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
324,2025-11-03 14:00:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
325,2025-11-05 11:30:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
326,2025-11-07 15:15:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
327,2025-11-09 12:45:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,14,48,3,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
328,2025-11-02 13:30:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,14,48,3,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
329,2025-11-04 11:00:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
330,2025-11-06 14:45:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
331,2025-11-08 09:20:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,14,48,3,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
332,2025-11-10 16:15:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
333,2025-11-03 12:40:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
334,2025-11-05 15:30:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
335,2025-11-07 10:50:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
336,2025-11-02 13:15:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,15,49,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
337,2025-11-04 16:45:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
338,2025-11-06 10:00:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
339,2025-11-08 14:30:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,15,49,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
340,2025-11-10 11:15:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
341,2025-11-01 15:45:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,15,49,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
342,2025-11-03 12:00:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
343,2025-11-05 13:45:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
344,2025-11-07 11:20:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
345,2025-11-09 14:50:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,15,49,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
346,2025-11-04 10:30:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
347,2025-11-01 09:30:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,16,50,3,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
348,2025-11-03 13:45:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
349,2025-11-05 16:00:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
350,2025-11-07 12:15:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
351,2025-11-09 15:45:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,16,50,3,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
352,2025-11-02 10:20:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,16,50,3,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
353,2025-11-04 14:30:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
354,2025-11-06 11:50:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
355,2025-11-08 13:15:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,16,50,3,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
356,2025-11-10 09:40:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
357,2025-11-03 15:20:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
358,2025-11-05 12:00:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
359,2025-11-07 14:45:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
360,2025-11-02 11:00:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,17,51,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
361,2025-11-04 15:30:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
362,2025-11-06 13:15:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
363,2025-11-08 10:45:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,17,51,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
364,2025-11-10 14:00:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
365,2025-11-01 14:20:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,17,51,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
366,2025-11-03 11:40:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
367,2025-11-05 15:10:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
368,2025-11-07 12:30:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
369,2025-11-09 16:50:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,17,51,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
370,2025-11-04 13:00:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
371,2025-11-01 14:15:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,18,52,3,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
372,2025-11-03 10:30:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
373,2025-11-05 14:45:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
374,2025-11-07 11:00:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
375,2025-11-09 16:30:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,18,52,3,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
376,2025-11-02 12:15:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,18,52,3,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
377,2025-11-04 13:45:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
378,2025-11-06 10:20:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
379,2025-11-08 15:50:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,18,52,3,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
380,2025-11-10 11:30:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
381,2025-11-03 14:00:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
382,2025-11-05 09:45:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
383,2025-11-07 13:20:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
384,2025-11-02 12:00:00.000,2025-11-02,20251102,2025,11,November,4,Sunday,7,1,0,0,19,53,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
385,2025-11-04 15:15:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
386,2025-11-06 09:45:00.000,2025-11-06,20251106,2025,11,November,4,Thursday,4,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
387,2025-11-08 13:30:00.000,2025-11-08,20251108,2025,11,November,4,Saturday,6,1,0,0,19,53,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
388,2025-11-10 11:45:00.000,2025-11-10,20251110,2025,11,November,4,Monday,1,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
389,2025-11-01 13:40:00.000,2025-11-01,20251101,2025,11,November,4,Saturday,6,1,0,0,19,53,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
390,2025-11-03 16:00:00.000,2025-11-03,20251103,2025,11,November,4,Monday,1,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
391,2025-11-05 12:20:00.000,2025-11-05,20251105,2025,11,November,4,Wednesday,3,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
392,2025-11-07 14:35:00.000,2025-11-07,20251107,2025,11,November,4,Friday,5,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
393,2025-11-09 10:15:00.000,2025-11-09,20251109,2025,11,November,4,Sunday,7,1,0,0,19,53,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
394,2025-11-04 15:30:00.000,2025-11-04,20251104,2025,11,November,4,Tuesday,2,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
395,2025-12-01 09:30:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
396,2025-12-02 14:15:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
397,2025-12-05 11:45:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
398,2025-12-03 13:20:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
399,2025-12-06 15:45:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,1,3,5,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
400,2025-12-04 10:15:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
401,2025-12-07 12:30:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,1,3,5,1,0,2026-02-27,2027-02-27,12,Meeting Room Reservations,Facility
402,2025-12-08 14:00:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
403,2025-12-09 11:20:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
404,2025-12-01 10:00:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,2,5,6,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
405,2025-12-03 16:20:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,2,5,6,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
406,2025-12-02 13:30:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,2,5,6,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
407,2025-12-04 09:15:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,2,5,6,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
408,2025-12-06 15:45:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,2,5,6,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
409,2025-12-02 13:30:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,3,7,6,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
410,2025-12-04 09:15:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,3,7,6,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
411,2025-12-06 15:45:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,3,7,6,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
412,2025-12-01 11:00:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,3,7,6,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
413,2025-12-05 14:20:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,3,7,6,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
414,2025-12-01 08:45:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
415,2025-12-02 12:00:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
416,2025-12-05 14:30:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
417,2025-12-07 10:20:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,4,8,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
418,2025-12-03 16:15:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
419,2025-12-04 13:45:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
420,2025-12-08 11:30:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
421,2025-12-06 09:20:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,4,8,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
422,2025-12-09 14:50:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
423,2025-12-10 10:10:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
424,2025-12-02 15:40:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,4,8,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
425,2025-12-03 11:15:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,5,10,6,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
426,2025-12-05 13:45:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,5,10,6,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
427,2025-12-01 09:30:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,5,10,6,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
428,2025-12-04 14:20:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,5,10,6,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
429,2025-12-07 12:00:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,5,10,6,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
430,2025-12-01 09:00:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
431,2025-12-02 15:30:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
432,2025-12-04 10:45:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
433,2025-12-06 14:00:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,6,31,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
434,2025-12-08 11:30:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
435,2025-12-03 13:15:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
436,2025-12-05 16:45:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
437,2025-12-07 10:00:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,6,31,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
438,2025-12-09 14:30:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
439,2025-12-10 11:15:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,6,31,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
440,2025-12-06 09:45:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,6,31,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
441,2025-12-02 12:15:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
442,2025-12-04 16:45:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
443,2025-12-07 09:30:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,7,33,4,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
444,2025-12-09 13:00:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
445,2025-12-01 14:20:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
446,2025-12-03 10:50:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
447,2025-12-05 15:30:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
448,2025-12-08 12:15:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
449,2025-12-10 11:45:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
450,2025-12-02 13:20:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
451,2025-12-06 14:00:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,7,33,4,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
452,2025-12-04 09:30:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,7,33,4,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
453,2025-12-07 16:15:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,7,33,4,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
454,2025-12-01 10:30:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
455,2025-12-03 14:15:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
456,2025-12-05 11:00:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
457,2025-12-07 15:45:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,8,42,3,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
458,2025-12-09 09:20:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
459,2025-12-02 13:30:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
460,2025-12-04 10:15:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
